status in ontwerp:,,toelichting status:,,materiaal ID,,ruimte,,productgroep,,NL/Sfb,,Stabu-2,,element,,specificatie,,samen- hang R&F?,,verwijzing eis,,"norm / 
'+' optie",,impact  thema bij '+' optie:,,,,,,toets (status): ,,"toelichting 
status:",,acceptatie Eigen Haard:,,beargumentering/ motivatie:,
actueel,,,,M-56-010,,Gebouw,,56. Verwarming en koeling,,56.18,,60.34,,DISRTIBUTIE- SYSTEMEN: kunststof kanalen,,"Kunststof kanalen:
Materiaal: - extra dik Polypropyleen, UV-bestendig. - toepassing RGA tot 120°C. Hulpstukken en toebehoren: - afdichtings- ringen, bochten, e.d. - kunststof beugels. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-56-011,,Woning,,56. Verwarming en koeling,,56.13,,60.83,,REGELING/ BESTURING: kamer- thermostaat ,,"Klokthermostaat:
- fabrikant Honywell, 
- type Round Modulation klokthermostaat.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-001,,Gebouw,,57. Lucht- behandeling,,57.00,,61.32,,ALGEMEEN: metalen kanalen,,"Metalen kanalen:
Stalen buis:  - spiraalgefelste buis, van sendzimir verzinkt staal, wanddikte overeenkomstig LUKA-04. - verloopstukken rond/rechthoekig. - BS beugel, thermisch verzinkt. Stalen kanaalelementen:  - langsnaad gefelste kanaalelementen van sendzimir verzinkt staal. - wanddikte 0,8 mm. - t.b.v. de in te storten ventilatiekanalen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-002,,Gebouw,,57. Lucht- behandeling,,57.00,,61.42,,ALGEMEEN: gebalanceerde ventilatie met warmteterugwinning,,"Gebalanceerde ventilatie met warmteterugwinning: 
- warmteterugwinapparaat met toevoer- en afvoerventilator en bypass voor vrije koeling. - driestanden schakelaar. - aansluitsnoer met perilex steker. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-003,,Gebouw,,57. Lucht- behandeling,,57.00,,61.42,,ALGEMEEN: ventilatorbox,,"Ventilatorbox:
 - gelijkstroom ventilator. 
- vraaggestuurde ventilatie op basis van CO2 en/of vocht en aanwezigheid. 
- vochtsensor in de box plaatsen
- driestanden schakelaar. 
- draadloos systeem met radiografische schakelaar in keuken en optioneel in toilet en badkamer. 
 ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-004,,Gebouw,,57. Lucht- behandeling,,57.00,,61.42,,ALGEMEEN: debiet m3,,Debiet m3 afzuiging in de keuken: 150 m3 (BBL eis is minimaal 75 m3),,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-005,,Gebouw,,57. Lucht- behandeling,,57.00,,61.42,,ALGEMEEN: roosters,,"Zelfregulerende roosters:
- Fabrikant: Duco, 
- type Ducofit 50 ZR of Ducoline 23, af te stemmen op benodigde m3",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-006,,Gebouw,,57. Lucht- behandeling,,57.00,,61.42,,ALGEMEEN: rozet,,"Rozet: 
- toevoer- en afvoerventielen. 
- van metaal of kunststof 
- kleur wit. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-007,,Gebouw,,57. Lucht- behandeling,,57.00,,61.52,,ALGEMEEN: combi-dakkap: ,,"Combi-dekkap: 
- van aluminium. 
- gepoedercoat, min. laagdikte 90 µm. 
- afdekkap met isolatie van 30 mm CFK-vrij PUR-schuim. 
- het bovendeel van de kap geperforeerd, maaswijdte 20 mm.
- dakdoorvoerhulpstuk aansluitend op de dakbedekking. - t.b.v. mechanische ventilatie, rookgas afvoer en luchttoevoer. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-008,,Gebouw,,57. Lucht- behandeling,,57.00,,61.52,,ALGEMEEN: dakkap:,,"Dakkap:  
- enkelwandige ventilatiedakdoorvoer. 
- van kunststof. - kleur zwart. - t.b.v. de natuurlijke ventilatie van niet besloten gemeenschappelijke verkeersruimten, trappenhuizen en liftschachten. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-009,,Gebouw,,57. Lucht- behandeling,,57.00,,61.60,,ALGEMEEN: appendages: luchtklep,,"Appendages: luchtklep:
- uitvoering terugslagklep. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-010,,Gebouw,,57. Lucht- behandeling,,57.00,,61.60,,ALGEMEEN: appendages: brandklep,,"Appendages: brandklep:
- in ventilatiekanalen t.p.v. 
brandscheidingen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-011,,Gebouw,,57. Lucht- behandeling,,57.00,,61.60,,ALGEMEEN: appendages: luchtgeluid- demper,,"Appendages: luchtgeluiddemper: 
- volgens ISSO publicatie 61, 
- geluiddempende voorziening in de lucht aanzuigzijde van de ventilatorbox. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-012,,Gebouw,,57. Lucht- behandeling,,57.00,,61.91,,ALGEMEEN: isolatie,,"Isolatie:
- van minerale wol, voor ronde en rechthoekige kanalen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-57-013,,Gebouw,,57. Lucht- behandeling,,57.51,,61.42,,LOKAAL: lucht- behandelings- toestel,,"Luchtbehandelingstoestel: 
- Climarad systeem of gelijkwaardig; ventilatie-unit met convector voor verwarmen en koelen.",,nee,,n.v.t.,, '+' optie,,,,K,B,W,,,,,,,,,
actueel,,,,M-61-001,,Gebouw,,61. Elektrische installaties,,61.00,,70.00,,ALGEMEEN: elektro- technische installatie,,"Elektrotechnische installatie: 
-  elektrische installaties dienen te voldoen aan het Bouwbesluit en NEN 1010 (NPR 5310). 
- aantallen wandcontactdozen en lichtpunten volgens NPR 5310:2017 blad 51 niveau “eenvoudig” t.b.v. de sociale huurwoningen; t.b.v. de vrije sector huurwoningen niveau “normaal”. 
- 2 fase perilex aansluiting t.b.v. elektrisch koken. 
- 230 Volt installatie volgens het gemodificeerde centraaldozensysteem t.b.v. de verlichting en wandcontactdozen (NPR 5310).
- groepenkast met aardlekschakelaar en installatie automaten, bij voorkeur 5 groepen + aardlek, fabrikaat AWB.
- inbouw schakelmateriaal, fabricaat Busch en Jaeger, type SI in kleur helder wit, of Jung. - de elektrotechnische installatie uitrusten met min. 2 stuks 30 mA aardlekschakelaars per woning en overige voorgeschreven aardingsvoorzieningen, volgens NEN 1010-05. 
- 400 Volt installatie, t.b.v. liftinstallaties, elektrische rolhek/ segmentenhefdeuren, hydrofoorinstallaties e.d.  ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-61-002,,Gebouw,,61. Elektrische installaties,,61.11,,70.00,,EIGEN ENERGIE OPWEKKING: zonnepanelen,,"Zonnepanelen: 
- Kwaliteit: Tier 1
- Vermogen: groter dan 410 Wattpiek per paneel
- Opbrengstgarantie: groter dan 80% bij 25 jaar
- Fabrieksgarantie: minimaal 10 jaar
- Montage, Merk: Van der Valk.
-  bij hellend dak panelen op de pannen, nooit ertussenin. 
Toe te passen panelen moeten een kwaliteitsverklaring hebben zodat mee tellen in de BENG-eisen en NTA8800. 

Tussen de dakopstand en de PV-panelen dient een vrije zone te worden gegarandeerd van 2 meter t.b.v. het onderhoud.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-61-003,,Gebouw,,61. Elektrische installaties,,61.11,,70.00,,EIGEN ENERGIE OPWEKKING: omvormer:,,"Omvormer woningen:
Alleen micro-omvormers bij woning-PV-systemen.
Te gebruiken merken :
- Enphase, type IQ7 met standaard 20 jaar garantie
- APsystems, type YC600 of YC1000 met 20 jaar garantie",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-61-004,,Gebouw,,61. Elektrische installaties,,61.11,,70.00,,EIGEN ENERGIE OPWEKKING: zonnestroom- meter woningen,,"Zonnestroommeter woningen:
Elk woning PV-systeem moet te monitoren zijn en op afstand uitleesbaar zijn voor de onderhoudspartij, onafhankelijk van de wifi van de huurder.
Toe te passen zonnestroometers:
Kampstrup Omnipower, type DK8660 
Kwhiq, type IQ0102065BNEM01+D
Benodigde communicatie module bij beide merken: Xemex Cast4All
In de zonnestroommeter moet een SIM-card hebben waarin het dataverkeer voor 10 jaar is afgekocht.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-61-005,,Gebouw,,61. Elektrische installaties,,61.11,,70.00,,EIGEN ENERGIE OPWEKKING: Omvormer collectief CVZ-PV-systeem: ,,"Omvormer collectief CVZ-PV-systeem: 
Bij kleine CVZ-PV-systemen micro-omvormers gebruiken, zie woningsystemen. Bij grote PV-systemen serie-omvormers van merk:
- Solar edge met optimizers, type omvormer afhankelijk van het vermogen, c.q. aantal zonnepanelen
- Growatt, type afhankelijk van het vermogen
- SMA, typeafhankelijk van het vermogen
- 10 jaar garantie
Bij grote CVZ-PV-systemen en/of meerdere woning-PV-systemen op MGW (meerdere panelen bij elkaar) standaard een Scope12 EBI-keuring uitvoeren
",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-61-006,,Gebouw,,61. Elektrische installaties,,63.00,,70.00,,ALGEMEEN: verlichting,,"Verlichting:
 - lichtpunten t.b.v. de algemene verlichting in de gemeenschappelijke trappenhuizen, algemene- en technische ruimten e.d. 
- geschakeld op bewegingsmelder (bij geen beweging 10% verlichting) in entreehal, verkeersruimtes en trappenhuizen.
- volgens Politie keurmerk veilig Wonen, de verlichtingsarmaturen, fabrikaat Hogro, spat waterdichte en slagvaste armaturen met LED verlichting, aan/uit schakeling d.m.v. relais in de cvz-kast. 
- noodverlichtingsinstallatie volgens NEN 3011-15 ; noodverlichtings- en transparant armaturen met batterij back-up, spatwaterdichte en slagvaste armaturen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-001,,Gebouw,,64. Vaste gebouw- voorzieningen,,64.00,,75.00,,ALGEMEEN: internet- aansluiting,,"Internetaansluiting:
- bij jongerencomplexen, tijdelijke woonprojecten en woonprojecten met tijdelijke huurcontracten;
-  een collectieve internetdienst incl. aanleg van de passieve infrastructuur in het gebouw, zoals de serverkast of patchkast en bekabeling.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-002,,Gebouw,,64. Vaste gebouw- voorzieningen,,64.00,,75.00,,ALGEMEEN: internet- aansluiting,,"Internetaansluiting:
- in de CVK kast & parkeervoorziening; 
- t.b.v. beheer algemene installatietechnische voorzieningen (bv. camerabewaking, electronisch sleutelsysteem, toegangscontrolesysteem).",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-003,,Gebouw,,64. Vaste gebouw- voorzieningen,,64.11,,70.00,,ALGEMENE SIGNALERINGEN: belinstallatie,,"Belinstallatie:  
- piëzo beldrukker, fabrikaat Golmar. 
- bel, kleur zwart, in woning nabij woningtoegangsdeur. 
- transformator in meterkast van de woning. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-004,,Gebouw,,64. Vaste gebouw- voorzieningen,,64.21,,75.00,,TELEFOONINSTALLATIE: telefoon- installatie,,"Telefooninstallatie: 
- invoerbuizen, doorvoerbuizen en inbouwdozen aanbrengen volgens voorschrift van het telecombedrijf. 
- loze buisleiding vanuit meterkast eindigend in aansluitdoos in de woonkamer en hoofdslaapkamer. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-005,,Woning,,64. Vaste gebouw- voorzieningen,,64.22,,75.00,,INTERCOM: bel/deurtelefoon installatie,,"Bel/deurtelefoon installatie: 
- enkel bij de woningen waarvan woonkamer niet op maaiveld ligt (bij renovatie ook als er geen ruimte is in het plan en geen budget is voor videoofoninstallatie).  
Belinstallatie: - piëzo belknop, fabrikaat Golmar, op het bellentableau. 
Spreekinstallatie: - spreekinstallatie: drukknop in RVS uitvoering, op het bellentableau bij de hoofd- toegangsdeur. - microfoon/ luidsprekertoestel, fabrikaat Golmar, met ingebouwde schel/zoemer met afwijkend belsignaal voor drukknop bij voordeur, elektronisch signaal en druktoets voor het bedienen van de deuropener, te plaatsen nabij de woningtoegangsdeur. - vandaalbestendige inbouw microfoon/luidsprekertoestel, fabrikaat Golmar, in de postkast met voedingsinvoer en transformator. 
Deuropener-installatie: - drukcontact op de spreekinstallatie. - deuropener, fabrikaat Trimec t.p.v. de hoofdentreedeur. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-006,,Woning,,64. Vaste gebouw- voorzieningen,,64.22,,75.00,,INTERCOM: videofoon- installatie,,"Videofooninstallatie: 
- bij alle woningen waarvan de woonkamer niet op maaiveld ligt (bij renovatie alleen wanneer daar budget voor is en het past binnen het plan)
Bel-installatie: - piëzo belknop, fabrikaat Golmar, op het bellentableau. 
Videofoon-installatie: - opbouw monitor/microfoon/ luidsprekertoestel, fabrikaat Golmar of Niko, met ingebouwde schel/zoemer met afwijkend belsignaal voor drukknop bij voordeur, elektronisch signaal en druktoets voor het bedienen van de deuropener, te plaatsen nabij de woningtoegangsdeur. - vandaalbestendige inbouw camera/microfoon/luidsprekertoestel, fabrikaat Vercoma, in de postkast met voedingsinvoer en transformator. Deuropener-installatie: - elektrische deuropener of elektrische sluitplaat t.p.v. de hoofdentreedeur en een netvoedingsapparaat. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-007,,Gebouw,,64. Vaste gebouw- voorzieningen,,64.30,,75.00,,BEELDEN: kabeltelevisie-installatie,,"Kabeltelevisie-installatie: 
- invoerbuizen, doorvoerbuizen en inbouwdozen aanbrengen volgens voorschrift van de Kabelexploitant. 
- loze buisleiding met trekdraa eindigend in aansluitdoos in de woonkamer en hoofdslaapkamer.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-008,,Gebouw,,64. Vaste gebouw- voorzieningen,,71.12,,47.51,,"BEWEGWIJZERINGEN, AANDUIDING: huis- en berging- nummerborden: ",,"Nummerborden: 
- volgens goedgekeurd voorstel architect;
- schilderen op de wand is niet toegestaan;
- t.b.v. de goedkeuring dient er een monster te worden voorgelegd. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-009,,Gebouw,,64. Vaste gebouw- voorzieningen,,71.12,,47.51,,"BEWEGWIJZERINGEN, AANDUIDING: verwijsborden",,"Verwijsborden: 
- van aluminium. 
- gepoedercoat, met 88 mm hoge huisnummers of geanodiseerd aluminium geborsteld (steellook), dikte 1,5 mm. CNC-/mechanische dieptegravering, tekst 2-componenten lak kleur zwart. - verzamelborden aan de gevel en in algemene ruimten. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-010,,Gebouw,,64. Vaste gebouw- voorzieningen,,71.12,,47.51,,"BEWEGWIJZERINGEN, AANDUIDING: brandweerpaneel",,"Brandweerpaneel: 
- van aluminium. 
- gepoedercoat, overzichtsplattegrond en aanvalsroute en voorzieningen t.b.v. brandweer, met 88 mm hoge letters. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-011,,Gebouw,,64. Vaste gebouw- voorzieningen,,71.21,,47.31,,"MEUBILERINGEN, POSTKAST:  
postkast- verzamel- opstelling",,"Postkastverzamelopstelling:  
- van sendzimir verzinkt staal, roestvast staal of aluminium. 
- staal en aluminium gepoedercoat in RAL-kleur. 
- front van RVS geborsteld/geslepen. 
- voorzien van deurtjes met Resopal nummerplaatjes, roestvast stalen briefkleppen en ingegraveerde huisnummers en huisnummer plaatje op deurtjes. 
- voorzien van een schuine bovenkant.
- met uitwisselbare naambordjes, van Resopal 80x20 mm of 90x25 mm en een RVS intercominstallatie. 
- ja/nee bordje opnemen in de brievenbus of front t.b.v. reclame. 
- anti hengel voorziening. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-64-012,,Gebouw,,64. Vaste gebouw- voorzieningen,,71.21,,47.31,,"MEUBILERINGEN, POSTKAST:  
brievenbus",,"Brievenbus: 
- straatgebonden woningen;
- brievenbuskleppen ;
- front RVS, met tochtborstel",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-65-001,,Gebouw,,65. Beveiliging,,65.00,,54.31,,ALGEMEEN: metalen buisleidingen,,"Droge blusleidingen:  
- fabrikaat ter goedkeuring plaatselijke brandweer. 
- materiaal: stalen buis. 
- nominale doorlaat: 80 mm. 
- wanddikte zwaar. 
- constructie: gelast. 
- oppervlaktebehandeling: thermisch verzinkt. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-65-002,,Gebouw,,65. Beveiliging,,65.00,,54.31,,ALGEMEEN: hulpstukken,,"Hulpstukken: 
- armatuur (NEN 3374:1971/A1:1975).  
- voedingsaansluiting in gevelkast.  
- brandslangkoppelingen, fabrikaat/type ter goedkeuring plaatselijke brandweer.  
- aftapinrichting/stopkraan (NEN 3120:2012 en). ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-65-003,,Gebouw,,65. Beveiliging,,65.11,,75.52,,DETECTIE EN ALARMERING: rookmelders,,"Rookmelders: 
- rookmelders aansluiten conform NEN 1010 
- aansluiting op lichtnet of lithium batterij gevoed met een garantie van minimaal 10 jaar. 
- doorkoppeling bij voorkeur bedraad. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-65-004,,Gebouw,,65. Beveiliging,,65.11,,75.52,,DETECTIE EN ALARMERING: koolmonoxyde- melders: ,,"Koolmonoxydemelders: 
- plaatsing koolmonoxidemelders conform plaatsingsadvies brandweer (nabij verbandingstoestel).
- voorkeurmerken EI Electronics en Kidde (aan de hand van testen NVWA). ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-65-005,,Gebouw,,65. Beveiliging,,65.13,,54.40,,BRANDBESTRIJDING: brandblus- toestellen: brandslang- haspels,,"Brandslanghaspels: 
- volgens NEN-EN 671-1:2012 en. 
- fabrikaat ter goedkeuring plaatselijke brandweer. 
- aansluiting op het waterleidingnet volgens voorschrift fabrikant/leverancier en ter goedkeuring van de plaatselijke brandweer. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-66-001,,Gebouw,,66. Liften,,66.11,,80.00,,ELEKTRISCHE LIFT: liftinstallatie,,"Liftinstallatie:
Fabricaat: Kone, Otis, of Mitsubishi. 
Type:  - Kone: Ecospace. - Otis: GeN2 Comfort met Optima kooi-uitvoering. - Mitsubishi: Meecom. Energielabel: minimaal B.
Géén RVS wandafwerking in/bij lift. 
Schachttoegang: muurkop omkleding geschilderd. 
Liftkooi: 
- keuze uit standaard  afwerkingspakket. 
- voorzien van spiegel. 
- voorzien van zitje. 
- voorzien van spreek-/ luisterverbinding met een alarmcentrale. 
- voorzien van universele spreek-/luisterver 
-binding op basis van GSM technologie, fabrikaat Elseco. 
- verwijsbord met verdieping- en huisnummering aanduiding. 
- 2-zijdig leuningen (senioren). 
Optie: bij verhoogd gevaar op vandalisme een 
camera in liftkooi, fabrikaat Elseco.",,ja,,ID: E-060 t/m E-064,,norm,,,,,,,,,,,,,,,
actueel,,,,M-73-001,,Woning,,73. Keuken,,73.00,,47.31,,ALGEMEEN: ,,"Keukens (algemeen):
- FSC-Keurmerk. 
- samenstelling keukens vrije sector huurwoningen i.o.m. verhuurmakelaar Ontwikkeling & zakelijk Beheer 
- bij dagelijks onderhoud en mutatie uitsluitend Bribus keukens toepassen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-73-002,,Woning,,73. Keuken,,73.10,,47.31,,"KEUKENMEUBILERING, KEUKENBLOK: keukeninrichting",,"Keukeninrichting:
- 1-, 2- en 3-kamerwoningen: keukenblok van minimaal 1,80m en 3 bovenkastjes & 4- en 5-kamerwoningen, worden voorzien van een keukenblok van 2,10m¹ en 3 bovenkastjes.
- Fabrikaat Bruynzeel type Atlas of Bribus type Eco. 
- losse onder- en bovenkasten, onderkasten op stelpoten.
- van gemelamineerd spaanplaat, kleur romp wit, kleur fronten wit. 
- scharnieren 110 of 170 graden. 
- aluminium/kunststof bodemplaat in aanrechtkast. 
- lades voorzien van softclose. ",,ja,,ID: E-191,,,,,,,,,,,,,,,,,
actueel,,,,M-73-003,,Woning,,73. Keuken,,73.10,,47.31,,"KEUKENMEUBILERING, KEUKENBLOK: keukeninrichting",,"Keukeninrichting (renovatie):
- 1-, 2- en 3-kamerwoningen: keukenblok van minimaal 1,80m en 3 bovenkastjes & 4- en 5-kamerwoningen, worden voorzien van een keukenblok van 2,10m¹ en 3 bovenkastjes.
- Fabrikaat  Bribus type Eco
- losse onder- en bovenkasten, onderkasten op stelpoten. 
- van gemelamineerd spaanplaat, kleur romp wit, kleur fronten wit. 
- scharnieren 110 of 170 graden. 
- aluminium/kunststof bodemplaat in aanrechtkast. 
- lades voorzien van softclose. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-73-004,,Woning,,73. Keuken,,73.10,,47.31,,"KEUKENMEUBILERING, KEUKENBLOK: keukeninrichting",,"Keukeninrichting:
- optioneel: achterplaat toepassen in de keuken i.p.v. tegelwerk.",,nee,,n.v.t.,, '+' optie,,,CD,,,,,,,,,,,,
actueel,,,,M-73-005,,Woning,,73. Keuken,,73.10,,,,"KEUKENMEUBILERING, KEUKENBLOK: keuken- apparatuur",,"Keukenapparatuur: 
- Bij maatwerk renovatie projecten: electrische kookpaat, fornuis, recirculatiekap en koelkast plaatsen.
- Fabricaat ATAG of PELGRIM",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-74-001,,Woning,,74. Sanitair,,74.10,,52.00,,ALGEMEEN: sanitair,,"Sanitair:
- circulair sanitair toepassen bij onderhoud voor zover mogelijk.",,nee,,n.v.t.,, '+' optie,,,CD,,,,,,,,,,,,
actueel,,,,M-74-002,,Woning,,74. Sanitair,,74.10,,52.00,,ALGEMEEN: sanitair,,"Sanitair:
- circulair sanitair toepassen indien mogelijk (wanneer voor alle woningen een zelfde type beschikbaar is).",,nee,,n.v.t.,, '+' optie,,,CD,,,,,,,,,,,,
actueel,,,,M-74-003,,Woning,,74. Sanitair,,74.11,,52.61,,"SANITAIRE TOESTELLEN, NORMAAL: Stopkraan",,"Stopkraan:  
- haakse stopkraan. 
- van verchroomd messing.
- aansluitpijpje verchroomd met schuifrozet. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-74-004,,Woning,,74. Sanitair,,74.11,,52.61,,"SANITAIRE TOESTELLEN, NORMAAL: Inlaatcombinatie",,"Inlaatcombinatie:
- zonder mengkraan. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-74-005,,Woning,,74. Sanitair,,74.11,,52.61,,"SANITAIRE TOESTELLEN, NORMAAL: Kogelafsluiter",,"Kogelafsluiter:
- kogelafsluiter met aftapvoorziening. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-74-006,,Woning,,74. Sanitair,,74.11,,53.31,,"SANITAIRE TOESTELLEN, NORMAAL: Closet- en urinoir- combinaties ",,"Closet- en urinoircombinaties :
- closetpot: Geberit 300 Basic wandcloset;
- spoelwaterreservoir Wisa 500/790/1000 
- renovatie: toiletpot staand (onder of achter afvoer) Geberit 300;
- closetzitting: Geberit, softclose
- stopkraan: schell",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-74-007,,Woning,,74. Sanitair,,74.11,,53.32,,"SANITAIRE TOESTELLEN, NORMAAL: Douche-, bad- en bidetcombinaties : vloerafvoerput 
douchemeng- kraan ",,"Douche-, bad- en bidetcombinaties : vloerafvoerput 
douchemengkraan 
- vloerafvoerput in 
tegels: Dyka D10-Z-R, RVS 
rooster 150x150 mm 
- douchekraan: Grohe thermostatische kraan (nieuwbouw) 
- douchekraan: Grohe Costa L douchemengkraan met onderuitloop (nieuwbouw uitgezonderd)
- glijstangcombinatie: Grohe New Tempesta",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-74-008,,Woning,,74. Sanitair,,74.11,,53.33,,"SANITAIRE TOESTELLEN, NORMAAL: Watafel- en wastrog- combinaties ",,"Watafel- en wastrogcombinaties :
- fonteinbak: Sphinx 300 360 mm
- fonteinkraan: Grohe Costa S  
nr. 20405 001 
- wastafel: Sphinx 300 
600 mm of Geberit 300 600 mm.
- wastafelkraan: Grohe Costa S 
nr. 21338 001",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-74-009,,Woning,,74. Sanitair,,74.11,,53.70,,"SANITAIRE TOESTELLEN, NORMAAL: Kranen- en kraan-afvoer- combintaies ",,"Kranen- en kraan-afvoercombintaies 
- gootsteenmengkraan: Grohe Costa S nr. 31819001
- tapkraan: Grohe beluchterkraan 
nr. 41190000 beluchterkraan beveiligd tegen terugstromen ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-74-010,,Woning,,74. Sanitair,,74.11,,53.80,,"SANITAIRE TOESTELLEN, NORMAAL:  Sanitair toebehoren ",,"Sanitair toebehoren:
- spiegel: rechthoekig 570x400 mm met chromen klemveren 
- planchet: Matta Carera  
Type Adda, 500 mm ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-90-001,,Gebouw,,90.Terrein,,90.13,,14.33,,DRAINAGEVOORZIENINGEN: drainageleiding,,"drainageleiding: 
- van geribbeld ongeplasticeerd PVC volgens NEN 7036+c81. 
- perforatie type A. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-90-002,,Woning: Buitenruimte,,90.Terrein,,90.32,,17.41,,HEKWERKEN: Privacyschermen,,"privacyschermen: 
- hoogte ca 1.800 mm. - staal, thermisch verzinkt overeenkomstig NEN-EN-ISO 1461-09. - matglas, in letselbeperkende uitvoering. - aluminium gepoedercoat in RAL-kleur, min. laagdikte 90 µm. - hout van vuren met FSC-keurmerk, verduurzaamd door dompelen gevolgd door diffusie overeenkomstig NEN 2911-85. 
- renovatie: trespa / volkern plaatmateriaal in aluminium klem of hoekprofielen gemonteerd",,ja,,ID: E-211,,norm,,,,,,,,,,,,,,,
actueel,,,,M-90-002,,Gebouw,,90.Terrein,,90.32,,17.51,,HEKWERKEN: Perkoenpalen,,"perkoenpalen: 
- verduurzaamd door dompeling gevolgd door diffusie overeenkomstig NEN 2911-85. 
- diameter ø 80 mm. 
- met zwaar verzinkte draden ø 2,8 mm.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-90-003,,Omgeving,,90.Terrein,,90.41,,15.31,,"TERREIN, VERHARDINGEN: kantopsluiting met banden",,"opsluitband:  
- van beton. 
- kopsluiting hol- en dol. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-90-004,,Omgeving,,90.Terrein,,90.41,,15.41,,"TERREIN, VERHARDINGEN: straatsteen- bestrating: gebakken straatsteen",," gebakken klinker:
- slijtweerstand klasse A2. 
- vorstbestandheid klasse F100. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-90-005,,Omgeving,,90.Terrein,,90.41,,15.41,,"TERREIN, VERHARDINGEN: straatsteen- bestrating: betonstraatsteen",,"betonstraatsteen: 
- dikformaat met vellingkant. 
- weerbestandheid klasse 3, markering D. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
